,City,Cloudiness,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
26,Barrow,90,US,1603908308,53,71.29,-156.79,26.6,11.41
27,Nikolskoye,20,RU,1603908308,87,59.7,30.79,46.99,6.71
28,Ratnagiri,44,IN,1603908308,72,16.98,73.3,79.41,4.74
29,Ushuaia,40,AR,1603908308,52,-54.8,-68.3,46.4,20.8
30,Saint George,1,US,1603908228,20,37.1,-113.58,60.01,3.36
31,Chokurdakh,94,RU,1603908309,92,70.63,147.92,-1.32,7.47
32,Queenstown,85,ZA,1603908309,27,-31.9,26.88,79.39,19.77
33,Isangel,24,VU,1603908309,76,-19.55,169.27,72.7,13.38
34,Arraial do Cabo,0,BR,1603908309,70,-22.97,-42.03,93.2,12.75
35,Raymond,96,US,1603908171,92,43.9,-70.47,36.0,3.06
36,San Patricio,40,US,1603908310,66,28.02,-97.52,57.99,20.8
37,Fairbanks,40,US,1603908302,92,64.84,-147.72,17.01,3.27
38,Jamestown,90,US,1603908310,93,42.1,-79.24,48.99,10.29
39,Nishihara,20,JP,1603908310,73,26.18,127.76,73.4,4.7
40,Shache,100,CN,1603908310,56,38.42,77.24,41.34,3.67
41,Matagami,90,CA,1603908310,97,49.75,-77.63,32.0,6.93
42,Faya,0,SA,1603908310,15,18.39,42.45,66.2,9.17
43,Ostrovnoy,100,RU,1603908310,88,68.05,39.51,39.2,16.4
44,Nikolayevsk-on-Amur,94,RU,1603908311,96,53.14,140.73,32.07,0.54
45,Carahue,75,CL,1603908311,58,-38.7,-73.17,59.0,9.17
46,Port Elizabeth,40,ZA,1603908216,88,-33.92,25.57,64.4,9.17
47,Bredasdorp,97,ZA,1603908311,52,-34.53,20.04,68.0,8.05
48,Berlevåg,75,NO,1603908311,80,70.86,29.09,39.2,12.75
49,Itarema,12,BR,1603908311,61,-2.92,-39.92,85.48,17.67
50,Mokhsogollokh,100,RU,1603908311,94,61.47,128.92,7.59,4.03
51,Sarakhs,0,IR,1603908312,31,36.54,61.16,50.0,3.98
52,Saskylakh,100,RU,1603908312,91,71.92,114.08,5.18,13.69
53,Qaanaaq,94,GL,1603908312,78,77.48,-69.36,10.04,11.7
54,Hull,20,GB,1603908035,76,53.74,-0.34,50.0,17.22
55,Dawei,98,MM,1603908312,89,14.08,98.2,74.97,2.71
56,Mitsamiouli,69,KM,1603908312,74,-11.38,43.28,79.23,3.15
57,Solnechnyy,98,RU,1603908312,97,50.72,136.63,31.08,4.97
58,Tasiilaq,100,GL,1603908312,87,65.61,-37.64,26.26,9.71
59,Kapaa,40,US,1603908312,94,22.08,-159.32,70.0,4.7
60,Dongsheng,99,CN,1603908313,60,39.82,109.98,38.53,6.58
61,Bethel,90,US,1603908313,100,41.37,-73.41,51.01,3.36
62,Huarmey,85,PE,1603908313,62,-10.07,-78.15,71.29,10.65
63,Udaipur,0,IN,1603908018,35,24.57,73.69,70.03,3.27
64,Aklavik,75,CA,1603908313,92,68.22,-135.01,8.6,3.36
65,Te Anau,85,NZ,1603908313,91,-45.42,167.72,46.13,0.96
66,Kaitangata,96,NZ,1603908313,85,-46.28,169.85,51.01,8.99
67,Vaini,20,TO,1603908314,83,-21.2,-175.2,69.8,9.17
68,Punta Arenas,40,CL,1603908314,43,-53.15,-70.92,51.01,34.45
69,Lüderitz,58,NA,1603908314,67,-26.65,15.16,61.45,19.82
70,Mapiripán,100,CO,1603908314,62,2.89,-72.13,88.75,9.42
71,Norman Wells,75,CA,1603908314,92,65.28,-126.83,15.8,4.0
72,Tuktoyaktuk,90,CA,1603908314,92,69.45,-133.04,19.4,19.46
73,Nome,1,US,1603908314,85,64.5,-165.41,19.4,6.44
74,Portland,75,US,1603907880,87,45.52,-122.68,44.6,3.36
75,Mossamedes,67,AO,1603908315,82,-15.2,12.15,69.85,8.99
76,Piaçabuçu,79,BR,1603908315,70,-10.41,-36.43,81.28,17.11
77,Mahon,0,ES,1603908315,82,39.89,4.27,62.6,5.82
78,Flin Flon,90,CA,1603908315,61,54.77,-101.86,17.6,5.82
79,Altayskoye,98,RU,1603908315,93,51.95,85.33,32.45,6.4
80,Trincomalee,18,LK,1603908315,77,8.57,81.23,80.64,5.19
81,Paamiut,100,GL,1603908315,88,61.99,-49.67,28.08,11.88
82,Xining,0,CN,1603908315,73,36.62,101.77,35.56,2.08
83,Puerto Ayora,75,EC,1603908315,78,-0.74,-90.35,73.4,5.82
84,Oporelu,40,RO,1603908316,100,44.6,24.42,57.0,2.24
85,Hilo,20,US,1603907606,83,19.73,-155.09,75.99,2.57
86,Andra,100,RU,1603908316,97,62.51,65.89,22.93,11.81
87,Şebinkarahisar,10,TR,1603908316,36,40.29,38.42,57.31,4.63
88,Provideniya,45,RU,1603908316,88,64.38,-173.3,24.15,3.58
89,Ofakim,76,IL,1603908316,100,31.31,34.62,73.0,1.01
90,Bengkulu,100,ID,1603908316,86,-3.8,102.27,75.65,3.96
91,Saint-Philippe,0,RE,1603907934,73,-21.36,55.77,73.4,10.29
92,Macenta,22,GN,1603908317,60,8.54,-9.47,77.76,2.44
93,Roebourne,0,AU,1603908317,89,-20.78,117.13,70.3,7.34
94,Bad Kissingen,87,DE,1603908317,79,50.2,10.08,52.0,8.01
95,Hithadhoo,20,MV,1603908317,72,-0.6,73.08,83.64,11.14
96,Morón,93,AR,1603908317,69,-34.65,-58.62,63.0,5.99
97,Beyneu,0,KZ,1603908317,71,45.32,55.2,39.22,13.11
98,Castro,0,BR,1603908317,31,-24.79,-50.01,81.41,8.16
99,Necochea,100,AR,1603908318,48,-38.55,-58.74,64.0,11.01
100,Lebu,0,CL,1603908318,61,-37.62,-73.65,54.9,14.81
101,Puerto Baquerizo Moreno,75,EC,1603908318,78,-0.9,-89.6,73.4,5.82
102,Wonosobo,98,ID,1603908318,10,-7.36,109.9,62.01,1.48
103,Takoradze,52,GH,1603908318,87,4.88,-1.76,78.31,10.27
104,Kununurra,41,AU,1603908318,88,-15.77,128.73,77.0,2.24
105,Faanui,74,PF,1603908318,80,-16.48,-151.75,80.06,18.43
106,Narsaq,75,GL,1603908319,91,60.92,-46.05,32.0,2.66
107,Novobirilyussy,97,RU,1603908319,93,56.95,90.67,31.96,13.53
108,Butaritari,51,KI,1603907934,72,3.07,172.79,80.49,4.7
109,Misratah,9,LY,1603908319,61,32.38,15.09,70.07,21.14
110,Souillac,69,MU,1603908319,73,-20.52,57.52,73.0,5.01
111,Hambantota,100,LK,1603908319,84,6.12,81.12,79.48,12.44
112,Khatanga,27,RU,1603908319,89,71.97,102.5,-1.7,4.34
113,Dolores,100,AR,1603908319,66,-36.31,-57.68,60.21,15.43
114,East London,40,ZA,1603908320,88,-33.02,27.91,69.8,9.17
115,Alofi,36,NU,1603908320,88,-19.06,-169.92,69.8,12.75
116,Ulladulla,90,AU,1603907934,93,-35.35,150.47,57.2,6.93
117,Orlik,42,RU,1603908320,81,52.52,99.83,23.09,3.36
118,Valley City,90,US,1603908305,86,46.92,-98.0,41.0,13.87
119,Aykhal,0,RU,1603908320,88,66.0,111.5,-9.99,2.48
120,Dormidontovka,43,RU,1603908320,93,47.77,134.91,33.42,4.05
121,Salinópolis,37,BR,1603908320,65,-0.61,-47.36,85.51,13.15
122,Ormond Beach,75,US,1603908207,70,29.29,-81.06,84.99,12.75
123,Saint-Pierre,0,RE,1603908005,73,-21.34,55.48,73.4,10.29
124,Samarai,99,PG,1603908321,82,-10.62,150.67,80.19,4.27
125,Litovko,100,RU,1603908321,96,49.24,135.17,36.46,5.84
126,Bluff,95,NZ,1603908321,89,-46.6,168.33,48.0,3.0
127,Yeppoon,90,AU,1603908321,93,-23.13,150.73,66.2,6.08
128,La Orilla,62,MX,1603908321,72,17.98,-102.23,84.24,5.19
129,Ancud,75,CL,1603908321,66,-41.87,-73.82,59.0,11.41
130,Presidente Médici,97,BR,1603908322,38,-11.18,-61.9,96.89,6.24
131,São Miguel do Araguaia,100,BR,1603908322,66,-13.28,-50.16,80.74,5.21
132,Atuona,26,PF,1603908322,71,-9.8,-139.03,77.65,18.61
133,Rabo de Peixe,75,PT,1603908322,63,37.8,-25.58,66.2,10.29
134,Belaya Gora,100,RU,1603908322,93,68.53,146.42,3.25,3.76
135,Laguna,0,US,1603908322,39,38.42,-121.42,64.99,1.01
136,Cartagena,40,CO,1603908034,70,10.4,-75.51,89.6,8.05
137,Pisco,0,PE,1603908323,68,-13.7,-76.22,69.8,5.82
138,Sühbaatar,6,MN,1603908323,85,50.23,106.21,31.68,4.07
139,Bichura,6,RU,1603908323,81,50.59,107.6,33.93,3.67
140,Manama,5,BH,1603908323,58,26.22,50.58,84.2,5.82
141,Grand-Santi,14,GF,1603908323,28,4.25,-54.38,98.46,3.47
142,New Norfolk,90,AU,1603907933,87,-42.78,147.06,50.0,1.21
143,Turukhansk,100,RU,1603908323,91,65.82,87.98,12.6,16.51
144,Erenhot,100,CN,1603908324,50,43.65,111.98,40.87,6.49
145,Aizkraukle,22,LV,1603908324,94,56.6,25.26,46.0,1.99
146,Muroto-misakicho,30,JP,1603908324,72,33.28,134.15,66.99,7.11
147,Cape Town,40,ZA,1603908324,72,-33.93,18.42,64.0,20.8
148,Sitka,90,US,1603908324,81,57.05,-135.33,42.8,6.93
149,Dikson,25,RU,1603908324,93,73.51,80.55,3.79,22.06
150,Petropavlovsk-Kamchatskiy,89,RU,1603908324,100,53.05,158.65,33.8,4.47
151,Okhotsk,76,RU,1603908325,88,59.38,143.3,28.33,8.34
152,Auki,97,SB,1603908325,84,-8.77,160.7,78.33,4.99
153,Arinos,100,BR,1603908325,59,-15.92,-46.11,83.48,6.67
154,Gravdal,75,NO,1603908325,87,68.12,13.5,42.8,5.82
155,Naze,42,JP,1603908325,93,28.37,129.48,64.4,4.7
156,Talnakh,0,RU,1603908325,75,69.49,88.4,-2.51,4.05
157,Thānesar,0,IN,1603908325,29,29.98,76.82,67.44,3.51
158,Fortuna,1,US,1603908326,41,40.6,-124.16,62.01,5.82
159,Yar-Sale,17,RU,1603908326,89,66.83,70.83,4.37,11.99
160,Sørland,75,NO,1603908326,87,67.67,12.69,44.6,6.93
161,Bereda,91,ES,1603908326,90,43.27,-7.54,55.0,5.01
162,Opuwo,42,NA,1603908326,31,-18.06,13.84,71.71,15.23
163,La Ronge,99,CA,1603908186,85,55.1,-105.28,23.0,4.7
164,Lata,83,PT,1603908327,71,40.16,-8.33,64.0,1.72
165,Taoudenni,0,ML,1603908327,13,22.68,-3.98,89.58,7.23
166,Évreux,90,FR,1603908031,87,49.02,1.15,54.0,18.34
167,Saint Paul Harbor,1,US,1603908166,74,57.79,-152.41,35.6,3.36
168,Nanortalik,100,GL,1603908327,94,60.14,-45.24,32.63,12.73
169,Nouakchott,49,MR,1603908327,22,18.09,-15.98,102.2,13.87
170,Torbay,90,CA,1603908327,93,47.67,-52.73,39.0,13.87
171,Codrington,25,AU,1603908328,91,-38.27,141.97,45.21,5.03
172,Abu Kamal,50,SY,1603908169,18,34.45,40.92,74.86,9.86
173,Tautira,90,PF,1603908328,88,-17.73,-149.15,77.0,14.99
174,Khovd,16,MN,1603908328,79,48.01,91.64,33.3,5.41
175,Bathsheba,40,BB,1603908328,88,13.22,-59.52,80.6,21.92
176,Guerrero Negro,0,MX,1603908328,22,27.98,-114.06,70.29,0.34
177,Vincennes,75,FR,1603908328,82,48.85,2.43,55.99,14.99
178,Mwinilunga,89,ZM,1603908328,77,-11.74,24.43,66.65,4.16
179,Yulara,0,AU,1603908328,21,-25.24,130.99,62.6,2.24
180,Carnarvon,0,AU,1603908329,94,-24.87,113.63,69.8,14.99
181,Vieira de Leiria,40,PT,1603908329,77,39.87,-8.93,64.0,9.17
182,Chittaurgarh,0,IN,1603908329,28,24.88,74.63,70.11,2.89
183,Mount Gambier,40,AU,1603908329,100,-37.83,140.77,46.4,8.05
184,Chapais,90,CA,1603908329,80,49.78,-74.85,33.8,10.29
185,Pevek,100,RU,1603908329,97,69.7,170.31,19.78,6.02
186,Los Llanos de Aridane,75,ES,1603908330,64,28.66,-17.92,71.6,10.29
187,Haines Junction,98,CA,1603908330,85,60.75,-137.51,24.8,1.57
188,Falam,30,MM,1603908330,100,22.92,93.68,58.42,1.39
189,Kavaratti,0,IN,1603908330,76,10.57,72.64,81.93,7.56
190,Kenora,90,CA,1603908330,86,49.82,-94.43,26.6,9.17
191,São Francisco de Paula,79,BR,1603908331,62,-29.45,-50.58,80.01,4.0
192,Nazilli,74,TR,1603908331,63,37.92,28.32,64.65,5.44
193,Puri,0,IN,1603908331,54,19.8,85.85,77.22,6.13
194,Aripuanã,93,BR,1603908331,37,-9.17,-60.63,97.09,4.12
195,Hong Kong,100,HK,1603908190,80,22.29,114.16,75.99,1.01
196,Nuuk,85,GL,1603908332,67,64.18,-51.72,23.0,5.01
197,Manicoré,100,BR,1603908332,36,-5.81,-61.3,98.2,3.71
198,Tiksi,99,RU,1603908332,90,71.69,128.87,0.05,22.48
199,Maltahöhe,74,NA,1603908332,28,-24.83,16.98,77.16,6.42
200,Ucluelet,90,CA,1603908333,100,48.93,-125.55,54.0,5.82
201,Sonoita,0,MX,1603908333,18,31.85,-112.83,64.0,5.73
202,Hualmay,84,PE,1603908333,65,-11.1,-77.61,69.87,11.79
203,Ilulissat,75,GL,1603908333,57,69.22,-51.1,19.4,3.36
204,Goderich,17,CA,1603908333,63,43.75,-81.72,46.4,19.46
205,Zaozyornoye,77,UA,1603908333,83,45.16,33.28,60.87,16.46
206,Esperance,0,AU,1603908333,81,-33.87,121.9,50.0,5.82
207,Lages,0,BR,1603908100,33,-27.82,-50.33,77.56,8.84
208,Vanavara,100,RU,1603908068,97,60.34,102.28,23.29,11.03
209,Tuatapere,99,NZ,1603908334,89,-46.13,167.68,48.0,3.0
210,Greenville,40,US,1603908334,65,35.61,-77.37,77.0,5.82
211,Guisa,40,CU,1603908334,70,20.25,-76.54,86.0,20.8
212,Harindānga,0,IN,1603908334,74,22.04,88.32,80.6,5.55
213,Aswān,0,EG,1603908334,16,24.09,32.91,87.15,12.33
214,Kavieng,86,PG,1603908335,72,-2.57,150.8,82.56,4.27
215,Beloha,7,MG,1603908335,78,-25.17,45.05,70.59,21.83
216,Poum,35,NC,1603908335,79,-20.23,164.02,75.67,19.89
217,Bestöbe,98,KZ,1603908335,93,52.5,73.1,28.83,8.55
218,Indian Head,20,US,1603908336,77,38.6,-77.16,71.01,3.36
219,Mbanza-Ngungu,96,CD,1603908336,99,-5.25,14.87,71.33,1.21
220,Lavrentiya,26,RU,1603908336,88,65.58,-171.0,25.21,4.92
221,Margate,100,GB,1603908336,82,51.38,1.39,51.01,3.0
222,Avarua,22,CK,1603907933,83,-21.21,-159.78,71.6,4.7
223,Altar,0,MX,1603908337,38,30.7,-111.82,64.99,5.01
224,Upernavik,11,GL,1603908337,81,72.79,-56.15,11.7,7.96
225,Nantucket,90,US,1603908337,87,41.28,-70.1,53.01,14.99
226,Ketchikan,90,US,1603908337,100,55.34,-131.65,42.8,4.7
227,Salinas,1,US,1603908337,28,36.68,-121.66,66.0,16.11
228,Esterhazy,38,CA,1603908338,86,50.65,-102.08,26.6,6.93
229,Kamaishi,75,JP,1603908338,74,39.27,141.88,56.25,12.39
230,Porto Empedocle,0,IT,1603908256,78,37.29,13.53,55.99,1.99
231,Ankazoabo,39,MG,1603908338,39,-22.28,44.52,83.39,7.43
232,Xichang,95,CN,1603908339,69,27.9,102.26,60.62,2.66
233,Tsimmerbude,90,RU,1603908339,87,54.67,20.13,50.0,6.71
234,Kloulklubed,75,PW,1603908339,88,7.04,134.26,77.0,6.93
235,Dumas,90,US,1603908339,92,35.87,-101.97,30.99,17.22
236,Dustlik,0,UZ,1603908340,76,40.52,68.04,35.08,4.07
237,Hofn,90,IS,1603908340,75,64.25,-15.21,42.8,17.22
238,Vestmanna,94,FO,1603908340,93,62.16,-7.17,44.6,12.75
239,Prieska,70,ZA,1603908340,15,-29.66,22.75,82.78,7.2
240,Geraldton,0,AU,1603908340,77,-28.77,114.6,59.0,10.29
241,Abbeville,100,FR,1603908340,81,50.1,1.83,53.01,19.98
242,Batagay,100,RU,1603908341,92,67.63,134.63,0.41,2.08
243,Vanimo,100,PG,1603908341,83,-2.67,141.3,78.24,4.7
244,Cabo San Lucas,75,MX,1603908159,57,22.89,-109.91,82.0,3.36
245,Araouane,6,ML,1603908341,13,18.9,-3.53,92.68,8.59
246,Teahupoo,90,PF,1603908342,88,-17.83,-149.27,77.0,14.99
247,Cape Coast,63,GH,1603908342,85,5.11,-1.25,78.71,11.3
248,Itapissuma,75,BR,1603908056,62,-7.78,-34.89,84.2,10.29
249,Hervey Bay,20,AU,1603908342,87,-25.3,152.85,68.0,1.01
250,Chicama,40,PE,1603908343,82,-7.84,-79.15,64.4,13.87
251,Charlestown,87,AU,1603908343,98,-32.95,151.67,60.01,7.07
252,Kruisfontein,86,ZA,1603908343,87,-34.0,24.73,64.99,1.01
253,Liepāja,100,LV,1603908343,93,56.54,21.04,50.0,10.29
254,Severo-Kuril'sk,12,RU,1603908343,83,50.68,156.12,41.36,2.35
255,Lubao,90,PH,1603908344,100,14.92,120.55,77.0,4.7
256,Kaseda-shirakame,68,JP,1603908344,71,31.42,130.32,66.65,4.7
257,Meulaboh,100,ID,1603908344,85,4.14,96.13,76.93,3.27
258,Cherskiy,92,RU,1603908344,94,68.75,161.3,3.94,6.69
259,Kapit,95,MY,1603908344,94,2.02,112.93,74.34,1.14
260,Laas,5,IT,1603908344,75,46.62,10.7,46.99,3.36
261,Sistranda,75,NO,1603908345,81,63.73,8.83,46.4,12.75
262,Shambu,0,ET,1603908345,55,9.57,37.1,52.18,2.04
263,Puerto Nariño,75,CO,1603908345,100,-3.77,-70.38,77.0,4.7
264,Korem,0,ET,1603908345,46,12.51,39.52,54.54,4.81
265,Bacabal,69,BR,1603908090,43,-4.29,-44.79,95.58,0.43
266,Japura,88,ID,1603908345,92,-0.32,102.35,75.61,1.01
267,La Santisima Trinidad,40,BO,1603908345,62,-14.83,-64.9,86.0,14.99
268,Brumado,86,BR,1603908346,46,-14.2,-41.67,90.64,0.36
269,Lac du Bonnet,43,CA,1603908346,73,50.25,-96.06,28.99,10.29
270,Constantine,20,DZ,1603908073,58,36.37,6.61,55.4,6.93
271,Khani,0,GE,1603908346,43,41.96,42.96,71.6,25.28
272,Vorukh,53,TJ,1603908346,68,39.85,70.58,38.73,1.74
273,Charters Towers,0,AU,1603908346,35,-20.1,146.27,70.9,9.01
274,Moose Factory,90,CA,1603908347,92,51.26,-80.61,30.2,11.41
275,Mgandu,90,TZ,1603908347,46,-5.95,34.13,71.64,7.0
276,Popondetta,48,PG,1603908347,85,-8.75,148.25,74.86,2.68
277,Dhārchula,0,IN,1603908347,40,29.85,80.53,53.8,4.56
278,Karaton,20,ID,1603908347,78,-6.34,106.1,80.01,8.05
279,Gabrovo,76,BG,1603908347,94,42.87,25.33,55.99,2.26
280,Arlit,0,NE,1603908348,12,18.74,7.39,87.64,14.85
281,La Paz,1,BO,1603908348,9,-16.5,-68.15,62.6,10.29
282,Moerai,100,PF,1603908348,86,-22.43,-151.33,77.49,18.32
283,Katsuura,40,JP,1603908348,82,35.13,140.3,64.0,8.05
284,Mayo,20,US,1603908348,88,38.89,-76.51,72.0,4.7
285,Pacific Grove,1,US,1603908348,25,36.62,-121.92,66.0,3.74
286,Saldanha,91,ZA,1603908349,63,-33.01,17.94,62.6,6.93
287,Jizan,20,SA,1603908349,62,17.33,42.67,87.8,3.36
288,Ust'-Kulom,99,RU,1603908349,93,61.69,53.69,36.46,7.76
289,Charleston,20,US,1603907701,65,32.78,-79.93,82.0,9.17
290,College,40,US,1603908126,92,64.86,-147.8,17.01,2.33
291,Kahului,20,US,1603908270,83,20.89,-156.47,77.0,6.93
292,Longyearbyen,75,SJ,1603907866,80,78.22,15.64,30.2,8.05
293,Pantai Remis,100,MY,1603908350,81,4.46,100.63,78.71,5.01
294,Havelock,1,US,1603908280,61,34.88,-76.9,78.01,8.05
295,Thompson,75,CA,1603908350,66,55.74,-97.86,12.2,8.05
296,Honiara,90,SB,1603908350,100,-9.43,159.95,77.0,13.87
297,Vao,51,NC,1603908350,76,-22.67,167.48,71.56,19.15
298,Port Lincoln,91,AU,1603908350,73,-34.73,135.87,59.4,2.77
299,Abu Dhabi,0,AE,1603908138,58,24.47,54.37,82.4,9.17
300,Yaan,67,NG,1603908351,59,7.38,8.57,81.32,1.19
301,Tamandaré,68,BR,1603908150,67,-8.76,-35.1,81.1,12.28
302,Santa Cruz de la Sierra,40,BO,1603908351,52,-17.8,-63.17,89.6,26.4
303,Shetpe,22,KZ,1603908351,50,44.17,52.12,43.3,19.17
304,Natal,75,BR,1603908351,62,-5.79,-35.21,86.0,16.11
305,Khelyulya,28,RU,1603908351,88,61.73,30.68,46.63,9.33
306,Oranjemund,91,NA,1603908352,79,-28.55,16.43,59.9,9.91
307,Nizwá,0,OM,1603908352,33,22.93,57.53,69.39,5.88
308,Kanzakimachi-kanzaki,40,JP,1603908352,87,33.3,130.37,57.99,1.12
309,Olinda,75,BR,1603908352,62,-8.01,-34.86,84.2,10.29
310,Forécariah,40,GN,1603908352,66,9.43,-13.09,87.8,6.93
311,Tiznit Province,53,MA,1603908353,44,29.58,-9.5,71.55,3.51
312,Dingle,85,PH,1603908353,87,11.0,122.67,76.23,3.51
313,Alyangula,35,AU,1603908353,100,-13.85,136.42,73.4,3.06
314,Fasa,0,IR,1603908353,17,28.94,53.65,66.2,8.79
315,Pelym,100,RU,1603908353,92,61.01,62.0,35.08,6.62
316,Paarl,40,ZA,1603908353,72,-33.73,18.98,61.0,20.8
317,Garoowe,22,SO,1603908353,50,8.41,48.48,80.83,14.81
318,Calabozo,48,VE,1603908354,60,8.92,-67.43,88.86,4.74
319,Sorong,100,ID,1603908354,87,-0.88,131.25,76.23,10.47
320,Pandan,63,PH,1603908354,82,14.05,124.17,80.49,4.59
321,Along,0,IN,1603908354,65,28.17,94.77,62.76,2.21
322,Montalvo,68,EC,1603908354,33,-1.8,-79.33,96.57,3.74
323,Yellowknife,90,CA,1603908296,92,62.46,-114.35,21.99,2.24
324,Acajutla,40,SV,1603908354,62,13.59,-89.83,86.0,5.82
325,Neiafu,75,TO,1603908354,69,-18.65,-173.98,75.2,8.05
326,Arroyo de la Encomienda,20,ES,1603908355,81,41.61,-4.8,57.99,5.82
327,Coquimbo,0,CL,1603908355,55,-29.95,-71.34,64.4,16.11
328,Nicoya,75,CR,1603908355,83,10.15,-85.45,80.6,4.7
329,Burns Lake,100,CA,1603908355,100,54.23,-125.75,28.4,2.24
330,Andenes,0,NO,1603908086,61,69.31,16.12,37.99,5.82
331,Shelburne,20,CA,1603908355,59,44.08,-80.2,48.2,12.75
332,Baoro,43,CF,1603908356,86,5.67,15.97,70.36,3.98
333,Riyadh,0,SA,1603908139,23,24.69,46.72,75.2,4.7
334,Shahr-e Bābak,0,IR,1603908356,36,30.12,55.12,53.15,14.81
335,Putina,1,PE,1603908356,35,-15.47,-69.43,52.39,7.2
336,Orbetello,0,IT,1603908356,76,42.44,11.22,55.4,5.82
337,Gillette,50,US,1603908347,91,44.29,-105.5,42.01,6.17
338,Hobyo,3,SO,1603908357,79,5.35,48.53,80.13,10.18
339,Taksimo,35,RU,1603908357,91,56.34,114.88,12.85,1.23
340,Bayan,0,CN,1603908357,50,46.08,127.4,37.0,6.46
341,Kushikino,74,JP,1603908357,70,31.72,130.27,63.45,3.27
342,Pokhara,0,NP,1603908357,43,28.23,83.98,62.73,3.87
343,Ocean City,20,US,1603908358,73,39.28,-74.57,69.8,16.11
344,Berbera,6,SO,1603908358,58,10.44,45.01,82.62,7.14
345,Bilma,0,NE,1603908358,16,18.69,12.92,78.78,7.38
346,Marsh Harbour,13,BS,1603908315,78,26.54,-77.06,81.59,14.92
347,Husavik,75,IS,1603908358,75,66.04,-17.34,41.0,36.91
348,Champerico,40,GT,1603908358,62,14.3,-91.92,87.8,4.7
349,Khāsh,0,IR,1603908359,46,28.22,61.22,48.2,5.44
350,Nemuro,80,JP,1603908155,72,43.32,145.57,52.68,19.35
351,Guane,79,CU,1603908359,70,22.2,-84.09,85.62,13.31
352,Vardø,75,NO,1603908359,78,70.37,31.11,33.8,19.46
353,Daru,85,PG,1603908360,91,-9.08,143.21,75.31,5.35
354,Tarakan,80,ID,1603908360,77,3.3,117.63,82.17,5.08
355,Nikki,22,BJ,1603908360,39,9.94,3.21,80.56,4.97
356,Ziro,0,IN,1603908360,94,27.63,93.83,49.05,2.8
357,Esso,84,RU,1603908360,94,55.93,158.7,24.39,3.18
358,Tessalit,0,ML,1603908361,14,20.2,1.01,85.46,8.9
359,Brae,20,GB,1603908361,87,60.4,-1.35,48.2,5.82
360,Chibombo,58,ZM,1603908361,29,-14.66,28.07,78.93,9.8
361,Bandi̇̄pur,0,NP,1603908361,85,27.93,84.42,56.95,2.55
362,Yerbogachën,77,RU,1603908361,89,61.28,108.01,17.26,12.57
363,Bundaberg,0,AU,1603908362,100,-24.85,152.35,66.99,8.05
364,Sambava,4,MG,1603908362,86,-14.27,50.17,74.95,11.25
365,Pemberton,75,CA,1603908362,100,50.32,-122.8,46.0,4.32
366,Kukushtan,0,RU,1603908362,74,57.65,56.5,35.6,15.66
367,Buribay,0,RU,1603908363,83,51.96,58.16,33.53,8.46
368,Broome,90,US,1603908363,87,42.25,-75.83,51.01,8.05
369,Calbuco,75,CL,1603908363,66,-41.77,-73.13,51.8,9.17
370,Traverse City,75,US,1603908363,61,44.76,-85.62,46.4,14.99
371,Mīzan Teferī,6,ET,1603908363,90,6.98,35.58,62.92,2.59
372,Kiunga,97,PG,1603908364,96,-6.12,141.29,71.78,1.01
373,Tura,0,IN,1603908364,93,25.52,90.22,71.08,3.49
